plataforma,dispositivo,impressoes,cliques,custo,conversoes,sessoes,usuarios,ctr
Google Ads,MOBILE,5869,7,13.451318,5.0,,,0.1192707445902198
Google Ads,MOBILE,970,50,59.46745,39.0,,,5.154639175257731
Google Ads,MOBILE,6308,29,24.413704,255.0,,,0.4597336715282181
Google Ads,MOBILE,1644,4,2.991469,0.0,,,0.24330900243309003
Google Ads,MOBILE,459,40,18.420465,14.0,,,8.714596949891067
Google Ads,MOBILE,351,34,19.257079,13.0,,,9.686609686609685
Google Ads,MOBILE,665,49,19.674466,33.0,,,7.368421052631578
Google Ads,MOBILE,546,67,21.031199,37.0,,,12.27106227106227
Google Ads,MOBILE,838,107,22.770694,69.0,,,12.76849642004773
Google Ads,MOBILE,362,40,18.563007,17.0,,,11.049723756906078
Google Ads,MOBILE,3006,413,30.172081,547.577815,,,13.739188290086494
Google Ads,MOBILE,1413,143,32.769478,197.0,,,10.120311394196744
Google Ads,MOBILE,8673,80,18.31015,647.0,,,0.9224028594488642
Google Ads,MOBILE,6153,33,12.928047,241.0,,,0.5363237445148707
Google Ads,MOBILE,6101,38,9.436936,234.0,,,0.6228487133256844
Google Ads,MOBILE,315,0,0.930044,0.0,,,0.0
Google Ads,MOBILE,287,3,0.961589,0.0,,,1.0452961672473868
Google Ads,MOBILE,1375,194,31.648475,242.892064,,,14.10909090909091
Google Ads,MOBILE,1052,150,26.739632,207.351191,,,14.258555133079847
Google Ads,MOBILE,5479,64,14.625234,282.0,,,1.1680963679503558
Google Ads,MOBILE,450,1,1.258792,3.0,,,0.2222222222222222
Google Ads,MOBILE,479,2,1.065789,0.0,,,0.41753653444676403
Google Ads,MOBILE,613,2,1.114853,0.0,,,0.3262642740619902
Google Ads,MOBILE,1486,176,28.598295,248.755121,,,11.843876177658142
Google Ads,MOBILE,872,137,29.17421,193.52381,,,15.711009174311927
Google Ads,MOBILE,3585,98,21.672954,76.0,,,2.7336122733612274
Google Ads,MOBILE,451,21,21.682732,26.0,,,4.656319290465632
Google Ads,MOBILE,4678,234,16.631333,52.0,,,5.00213766566909
Google Ads,MOBILE,403,13,33.487182,10.0,,,3.225806451612903
Google Ads,MOBILE,1619,72,20.087968,21.0,,,4.4471896232242125
Google Ads,MOBILE,6179,69,15.050664,209.0,,,1.1166855478232725
Google Ads,MOBILE,5003,53,11.968774,290.0,,,1.0593643813711773
Google Ads,MOBILE,386,1,1.555787,0.0,,,0.2590673575129534
Google Ads,MOBILE,3102,116,29.221099,93.0,,,3.7395228884590583
Google Ads,MOBILE,5210,13,13.627143,8.0,,,0.24952015355086374
Google Ads,MOBILE,1469,82,60.826261,61.0,,,5.582028590878148
Google Ads,MOBILE,9133,34,25.045731,235.0,,,0.37227636045111134
Google Ads,MOBILE,1539,1,2.740627,0.0,,,0.0649772579597141
Google Ads,MOBILE,382,51,18.170594,19.0,,,13.350785340314136
Google Ads,MOBILE,353,37,20.016281,15.0,,,10.48158640226629
Google Ads,MOBILE,436,34,18.923883,10.0,,,7.79816513761468
Google Ads,MOBILE,281,34,18.437188,9.0,,,12.099644128113878
Google Ads,MOBILE,749,65,22.726977,34.0,,,8.678237650200266
Google Ads,MOBILE,456,40,19.495735,14.0,,,8.771929824561402
Google Ads,MOBILE,3094,432,30.148915,514.926894,,,13.96250808015514
Google Ads,MOBILE,1539,160,31.678282,181.09359,,,10.396361273554255
Google Ads,MOBILE,8847,129,20.193776,770.0,,,1.4581213970837572
Google Ads,MOBILE,5808,53,13.317242,225.0,,,0.912534435261708
Google Ads,MOBILE,5516,47,8.38276,209.0,,,0.8520667150108775
Google Ads,MOBILE,445,0,1.000486,1.0,,,0.0
Google Ads,MOBILE,287,0,0.863158,1.0,,,0.0
Google Ads,MOBILE,1738,201,27.247469,222.332155,,,11.565017261219793
Google Ads,MOBILE,1062,177,37.537648,194.8125,,,16.666666666666664
Google Ads,MOBILE,5176,94,14.605408,267.0,,,1.8160741885625966
Google Ads,MOBILE,263,0,0.871446,0.0,,,0.0
Google Ads,MOBILE,531,0,0.963605,0.0,,,0.0
Google Ads,MOBILE,458,0,0.80337,0.0,,,0.0
Google Ads,MOBILE,1414,186,28.39861,187.300112,,,13.154172560113153
Google Ads,MOBILE,725,137,30.023803,143.355557,,,18.89655172413793
Google Ads,MOBILE,2456,78,30.302944,49.0,,,3.175895765472313
Google Ads,MOBILE,532,16,12.305524,11.0,,,3.007518796992481
Google Ads,MOBILE,4561,221,16.569567,45.0,,,4.845428634071475
Google Ads,MOBILE,350,13,47.014889,12.0,,,3.7142857142857144
Google Ads,MOBILE,2195,72,25.94542,36.0,,,3.2801822323462417
Google Ads,MOBILE,7494,116,17.163394,238.0,,,1.547904990659194
Google Ads,MOBILE,4858,59,12.226919,286.0,,,1.214491560312886
Google Ads,MOBILE,618,0,1.556722,0.0,,,0.0
Google Ads,MOBILE,1103,35,38.014369,43.0,,,3.1731640979147784
Google Ads,MOBILE,5426,8,13.513759,4.0,,,0.1474382602285293
Google Ads,MOBILE,1532,104,58.764076,94.0,,,6.7885117493472595
Google Ads,MOBILE,8576,49,23.151485,242.0,,,0.5713619402985075
Google Ads,MOBILE,1562,4,2.335894,0.0,,,0.2560819462227913
Google Ads,MOBILE,463,48,19.33839,16.0,,,10.367170626349893
Google Ads,MOBILE,416,40,17.144874,26.0,,,9.615384615384617
Google Ads,MOBILE,345,49,17.990745,27.0,,,14.202898550724639
Google Ads,MOBILE,380,40,17.850561,17.0,,,10.526315789473683
Google Ads,MOBILE,729,75,24.416173,30.0,,,10.2880658436214
Google Ads,MOBILE,849,68,16.992264,37.0,,,8.00942285041225
Google Ads,MOBILE,4220,714,32.952029,907.236363,,,16.919431279620852
Google Ads,MOBILE,1179,151,33.240331,194.685185,,,12.807463952502122
Google Ads,MOBILE,11523,160,25.377285,1003.0,,,1.3885272932396078
Google Ads,MOBILE,6974,116,16.506274,390.0,,,1.6633209062231142
Google Ads,MOBILE,5782,33,8.087243,220.0,,,0.5707367692839848
Google Ads,MOBILE,305,0,0.989586,0.0,,,0.0
Google Ads,MOBILE,283,2,0.799554,0.0,,,0.7067137809187279
Google Ads,MOBILE,1600,231,31.780529,270.950507,,,14.4375
Google Ads,MOBILE,953,173,33.74819,198.377976,,,18.153200419727177
Google Ads,MOBILE,5325,106,16.845033,341.0,,,1.9906103286384975
Google Ads,MOBILE,748,0,1.055664,0.0,,,0.0
Google Ads,MOBILE,525,0,0.921705,0.0,,,0.0
Google Ads,MOBILE,825,1,1.284391,1.0,,,0.12121212121212122
Google Ads,MOBILE,1747,209,32.341137,264.897663,,,11.963365769891242
Google Ads,MOBILE,965,140,31.573064,168.027475,,,14.507772020725387
Google Ads,MOBILE,2284,88,25.66095,34.0,,,3.852889667250438
Google Ads,MOBILE,1184,28,28.143065,57.0,,,2.364864864864865
Google Ads,MOBILE,3050,146,22.24436,123.0,,,4.786885245901639
Google Ads,MOBILE,165,7,26.862772,12.0,,,4.242424242424243
Google Ads,MOBILE,959,30,20.530645,43.0,,,3.1282586027111576
Google Ads,MOBILE,8390,209,22.73687,392.0,,,2.491060786650775
Google Ads,MOBILE,5274,48,15.572075,361.0,,,0.9101251422070534
Google Ads,MOBILE,828,1,1.760437,1.0,,,0.12077294685990338
Google Ads,MOBILE,1035,27,37.130596,27.0,,,2.608695652173913
Google Ads,MOBILE,5233,7,12.655792,8.0,,,0.13376648194152493
Google Ads,MOBILE,1628,139,58.53201,126.95,,,8.538083538083537
Google Ads,MOBILE,10751,49,24.438762,308.0,,,0.45577155613431314
Google Ads,MOBILE,1875,1,2.917403,0.0,,,0.05333333333333334
Google Ads,MOBILE,552,63,16.676206,37.0,,,11.41304347826087
Google Ads,MOBILE,568,51,16.762915,26.0,,,8.97887323943662
Google Ads,MOBILE,843,65,17.710216,30.0,,,7.71055753262159
Google Ads,MOBILE,442,46,18.016586,24.0,,,10.407239819004525
Google Ads,MOBILE,859,88,19.99805,54.0,,,10.244470314318974
Google Ads,MOBILE,840,66,17.835316,35.0,,,7.857142857142857
Google Ads,MOBILE,4252,617,25.976601,802.585648,,,14.510818438381937
Google Ads,MOBILE,1561,192,26.079481,204.833431,,,12.299807815502884
Google Ads,MOBILE,10584,172,19.027765,1037.0,,,1.6250944822373394
Google Ads,MOBILE,6381,84,11.700517,352.0,,,1.316408086506817
Google Ads,MOBILE,6707,42,8.939621,243.0,,,0.6262114209035335
Google Ads,MOBILE,257,0,1.011918,1.0,,,0.0
Google Ads,MOBILE,245,0,0.706084,2.0,,,0.0
Google Ads,MOBILE,1891,251,30.515273,282.416665,,,13.273400317292438
Google Ads,MOBILE,989,162,25.848146,220.435309,,,16.380182002022245
Google Ads,MOBILE,5714,93,13.552133,305.0,,,1.6275813790689535
Google Ads,MOBILE,600,0,0.963863,0.0,,,0.0
Google Ads,MOBILE,850,1,1.209286,0.0,,,0.1176470588235294
Google Ads,MOBILE,1120,4,1.365908,0.0,,,0.35714285714285715
Google Ads,MOBILE,1576,184,26.491848,231.123187,,,11.6751269035533
Google Ads,MOBILE,960,166,28.122833,188.770833,,,17.291666666666668
Google Ads,MOBILE,1247,36,29.466533,131.0,,,2.886928628708901
Google Ads,MOBILE,528,18,27.719271,28.0,,,3.4090909090909087
Google Ads,MOBILE,1506,74,21.342722,23.0,,,4.913678618857902
Google Ads,MOBILE,452,5,12.461997,14.0,,,1.1061946902654867
Google Ads,MOBILE,674,23,20.334378,56.0,,,3.4124629080118694
Google Ads,MOBILE,5548,140,11.254742,229.0,,,2.523431867339582
Google Ads,MOBILE,5468,54,11.376576,353.0,,,0.9875640087783468
Google Ads,MOBILE,621,1,1.474988,1.0,,,0.1610305958132045
Google Ads,MOBILE,1256,40,27.325065,38.0,,,3.1847133757961785
Google Ads,MOBILE,5369,16,13.099589,4.0,,,0.2980070776680946
Google Ads,MOBILE,1545,95,49.376903,96.95,,,6.148867313915858
Google Ads,MOBILE,12719,123,24.434565,486.0,,,0.9670571585816495
Google Ads,MOBILE,990,5,1.672233,0.0,,,0.5050505050505051
Google Ads,MOBILE,449,45,16.395047,24.0,,,10.022271714922049
Google Ads,MOBILE,346,37,16.966668,19.0,,,10.69364161849711
Google Ads,MOBILE,453,43,17.329651,17.0,,,9.492273730684326
Google Ads,MOBILE,489,62,16.400524,44.0,,,12.678936605316974
Google Ads,MOBILE,864,75,19.786583,41.0,,,8.680555555555555
Google Ads,MOBILE,627,40,17.566675,17.0,,,6.379585326953747
Google Ads,MOBILE,3988,498,22.655387,588.270833,,,12.487462387161484
Google Ads,MOBILE,1231,119,16.293706,117.95,,,9.66693744922827
Google Ads,MOBILE,11510,159,18.893451,689.0,,,1.3814074717636837
Google Ads,MOBILE,5107,25,8.13967,141.0,,,0.4895241824946152
Google Ads,MOBILE,4918,19,5.937169,106.0,,,0.3863359089060594
Google Ads,MOBILE,364,2,0.889578,0.0,,,0.5494505494505495
Google Ads,MOBILE,279,1,0.690069,0.0,,,0.35842293906810035
Google Ads,MOBILE,1636,209,23.710995,187.332855,,,12.775061124694375
Google Ads,MOBILE,985,114,17.471667,103.765663,,,11.573604060913706
Google Ads,MOBILE,4827,140,12.02706,158.0,,,2.9003521856225403
Google Ads,MOBILE,436,1,0.769241,0.0,,,0.22935779816513763
Google Ads,MOBILE,945,0,1.307891,0.0,,,0.0
Google Ads,MOBILE,1456,1,1.735543,0.0,,,0.06868131868131869
Google Ads,MOBILE,1674,158,19.799375,140.759551,,,9.438470728793309
Google Ads,MOBILE,836,154,25.928448,134.002976,,,18.421052631578945
Google Ads,MOBILE,1201,32,23.996621,29.0,,,2.6644462947543714
Google Ads,MOBILE,563,17,14.043248,39.0,,,3.019538188277087
Google Ads,MOBILE,2042,92,29.041065,60.0,,,4.505386875612145
Google Ads,MOBILE,353,12,19.104464,7.0,,,3.39943342776204
Google Ads,MOBILE,564,16,25.42318,16.0,,,2.8368794326241136
Google Ads,MOBILE,6894,72,10.104227,126.0,,,1.0443864229765014
Google Ads,MOBILE,4719,40,7.804174,226.0,,,0.8476372112735749
Google Ads,MOBILE,927,1,1.887787,0.0,,,0.10787486515641855
Google Ads,MOBILE,1335,52,35.62325,33.0,,,3.895131086142322
Google Ads,MOBILE,4762,8,11.899381,5.0,,,0.16799664006719867
Google Ads,MOBILE,533,25,14.276771,19.6375,,,4.690431519699812
Google Ads,MOBILE,9378,55,14.935607,154.0,,,0.5864789933887823
Google Ads,MOBILE,822,1,1.460444,0.0,,,0.12165450121654502
Google Ads,MOBILE,700,61,20.47977,25.0,,,8.714285714285715
Google Ads,MOBILE,786,48,19.782153,21.0,,,6.106870229007633
Google Ads,MOBILE,687,53,21.002319,14.0,,,7.714701601164483
Google Ads,MOBILE,874,71,21.187657,30.0,,,8.123569794050344
Google Ads,MOBILE,822,57,23.471705,27.0,,,6.934306569343065
Google Ads,MOBILE,940,67,20.462131,25.0,,,7.127659574468086
Google Ads,MOBILE,3892,414,15.1419,429.458994,,,10.637204522096608
Google Ads,MOBILE,1454,167,19.276857,145.009523,,,11.485557083906466
Google Ads,MOBILE,7672,134,10.609566,507.0,,,1.7466110531803962
Google Ads,MOBILE,4836,66,12.382259,141.0,,,1.3647642679900744
Google Ads,MOBILE,4503,39,7.657872,112.0,,,0.866089273817455
Google Ads,MOBILE,294,0,0.653265,0.0,,,0.0
Google Ads,MOBILE,804,0,1.224934,0.0,,,0.0
Google Ads,MOBILE,2835,286,26.831423,191.000001,,,10.088183421516755
Google Ads,MOBILE,1556,206,30.371646,170.444078,,,13.239074550128535
Google Ads,MOBILE,4621,141,11.847603,168.0,,,3.0512876000865616
Google Ads,MOBILE,1243,1,1.351633,0.0,,,0.08045052292839903
Google Ads,MOBILE,661,0,1.024511,0.0,,,0.0
Google Ads,MOBILE,1359,2,1.502856,0.0,,,0.14716703458425312
Google Ads,MOBILE,1723,127,13.800264,104.981481,,,7.370864770748694
Google Ads,MOBILE,1037,210,22.461198,137.583332,,,20.25072324011572
Google Ads,MOBILE,2264,61,22.603808,88.0,,,2.6943462897526502
Google Ads,MOBILE,262,12,14.675771,21.0,,,4.580152671755725
Google Ads,MOBILE,1707,72,15.920368,31.0,,,4.21792618629174
Google Ads,MOBILE,74,3,8.571402,3.0,,,4.054054054054054
Google Ads,MOBILE,495,13,19.416218,29.0,,,2.6262626262626263
Google Ads,MOBILE,6857,125,16.451004,160.0,,,1.8229546448884353
Google Ads,MOBILE,4936,56,12.100698,235.0,,,1.1345218800648298
Google Ads,MOBILE,744,0,1.323521,0.0,,,0.0
Google Ads,MOBILE,1531,55,48.930626,12.0,,,3.5924232527759634
Google Ads,MOBILE,5160,13,11.763578,7.0,,,0.25193798449612403
Google Ads,MOBILE,964,72,39.745244,47.497685,,,7.468879668049793
Google Ads,MOBILE,7336,114,23.810504,184.0,,,1.5539803707742639
Google Ads,MOBILE,921,3,1.393843,0.0,,,0.32573289902280134
Google Ads,MOBILE,1,1,0.388269,1.0,,,100.0
Google Ads,MOBILE,3,0,0.0,0.0,,,0.0
Google Ads,MOBILE,14,2,1.487894,0.0,,,14.285714285714285
Google Ads,MOBILE,2,0,0.025712,0.0,,,0.0
Google Ads,MOBILE,14,1,0.579543,0.0,,,7.142857142857142
Google Ads,MOBILE,12,0,0.005896,0.0,,,0.0
Google Ads,MOBILE,22,3,0.07,2.0,,,13.636363636363635
Google Ads,MOBILE,9,0,0.0,0.0,,,0.0
Google Ads,MOBILE,24,1,0.052465,3.0,,,4.166666666666666
Google Ads,MOBILE,16,0,0.028915,0.0,,,0.0
Google Ads,MOBILE,18,0,0.019348,1.0,,,0.0
Google Ads,MOBILE,2,0,0.002051,0.0,,,0.0
Google Ads,MOBILE,12,1,0.13,3.0,,,8.333333333333332
Google Ads,MOBILE,5,1,0.009992,0.0,,,20.0
Google Ads,MOBILE,12,0,0.00803,0.0,,,0.0
Google Ads,MOBILE,1,0,0.000708,0.0,,,0.0
Google Ads,MOBILE,4,0,0.003653,0.0,,,0.0
Google Ads,MOBILE,16,0,0.019254,0.0,,,0.0
Google Ads,MOBILE,9,0,0.0,0.0,,,0.0
Google Ads,MOBILE,9,1,0.13,1.0,,,11.11111111111111
Google Ads,MOBILE,3,0,0.026337,0.0,,,0.0
Google Ads,MOBILE,19,1,1.027228,1.0,,,5.263157894736842
Google Ads,MOBILE,2,1,1.30967,6.0,,,50.0
Google Ads,MOBILE,2,0,0.0,0.0,,,0.0
Google Ads,MOBILE,20,0,0.031979,0.0,,,0.0
Google Ads,MOBILE,23,0,0.033361,0.0,,,0.0
Google Ads,MOBILE,2,0,0.005269,0.0,,,0.0
Google Ads,MOBILE,6,0,0.010205,0.0,,,0.0
Google Ads,MOBILE,26,0,0.055309,0.0,,,0.0
Google Ads,MOBILE,12,0,0.012681,0.0,,,0.0
Google Ads,MOBILE,3,0,0.004652,0.0,,,0.0
Google Ads,MOBILE,5,1,0.493133,0.0,,,20.0
Google Ads,MOBILE,6,1,0.527214,0.0,,,16.666666666666664
Google Ads,MOBILE,1,0,0.014061,0.0,,,0.0
Google Ads,MOBILE,24,0,0.0,0.0,,,0.0
Google Ads,MOBILE,26,3,1.36693,2.0,,,11.538461538461538
Google Ads,MOBILE,11,0,0.0,0.0,,,0.0
Google Ads,MOBILE,7,0,0.0,0.0,,,0.0
Google Ads,MOBILE,18,0,0.009224,2.0,,,0.0
Google Ads,MOBILE,14,0,0.029539,0.0,,,0.0
Google Ads,MOBILE,39,1,0.288983,3.0,,,2.564102564102564
Google Ads,MOBILE,1,0,0.00312,0.0,,,0.0
Google Ads,MOBILE,10,0,0.0,0.0,,,0.0
Google Ads,MOBILE,7,2,0.05,7.0,,,28.57142857142857
Google Ads,MOBILE,15,0,0.017684,0.0,,,0.0
Google Ads,MOBILE,2,0,0.002394,0.0,,,0.0
Google Ads,MOBILE,1,0,0.001194,0.0,,,0.0
Google Ads,MOBILE,3,0,0.002001,0.0,,,0.0
Google Ads,MOBILE,6,0,0.0,0.0,,,0.0
Google Ads,MOBILE,2,0,0.0,0.0,,,0.0
Google Ads,MOBILE,2,0,0.00885,0.0,,,0.0
Google Ads,MOBILE,9,1,0.051337,0.0,,,11.11111111111111
Google Ads,MOBILE,3,0,0.0,0.0,,,0.0
Google Ads,MOBILE,1,1,1.139057,1.0,,,100.0
Google Ads,MOBILE,13,0,0.013605,2.0,,,0.0
Google Ads,MOBILE,8,0,0.01104,0.0,,,0.0
Google Ads,MOBILE,1,0,0.00312,0.0,,,0.0
Google Ads,MOBILE,3,0,0.002754,0.0,,,0.0
Google Ads,MOBILE,13,0,0.035926,0.0,,,0.0
Google Ads,MOBILE,16,0,0.010975,0.0,,,0.0
Google Ads,MOBILE,7,0,0.011057,0.0,,,0.0
Google Ads,MOBILE,1,0,0.0,0.0,,,0.0
Google Ads,MOBILE,1,0,0.0,0.0,,,0.0
Google Ads,MOBILE,2,0,0.0,0.0,,,0.0
Google Ads,MOBILE,8,2,0.821751,0.0,,,25.0
Google Ads,MOBILE,2,0,0.000292,0.0,,,0.0
Google Ads,MOBILE,1,0,0.000135,0.0,,,0.0
Google Ads,MOBILE,1,0,0.0,0.0,,,0.0
Google Ads,MOBILE,1,0,0.0,0.0,,,0.0
Google Ads,MOBILE,674,53,39.606473,16.0,,,7.863501483679524
Google Ads,MOBILE,755,62,39.777996,23.0,,,8.211920529801324
Google Ads,MOBILE,764,64,40.152191,14.0,,,8.37696335078534
Google Ads,MOBILE,599,58,40.1507,17.0,,,9.68280467445743
Google Ads,MOBILE,1174,90,48.241838,30.0,,,7.666098807495741
Google Ads,MOBILE,932,62,39.459953,25.0,,,6.652360515021459
Google Ads,MOBILE,1960,317,12.4447,414.854167,,,16.1734693877551
Google Ads,MOBILE,935,116,19.607487,129.448865,,,12.406417112299465
Google Ads,MOBILE,6208,69,33.26669,358.0,,,1.1114690721649485
Google Ads,MOBILE,5105,20,21.398106,144.0,,,0.3917727717923604
Google Ads,MOBILE,3818,17,12.560281,86.0,,,0.44525929806181247
Google Ads,MOBILE,708,5,2.06373,0.0,,,0.7062146892655368
Google Ads,MOBILE,282,1,1.060877,0.0,,,0.3546099290780142
Google Ads,MOBILE,451,47,4.366278,36.487804,,,10.42128603104213
Google Ads,MOBILE,559,104,9.741407,109.0,,,18.6046511627907
Google Ads,MOBILE,4447,40,27.746542,156.0,,,0.8994827973914999
Google Ads,MOBILE,662,0,1.561965,0.0,,,0.0
Google Ads,MOBILE,927,5,2.240853,0.0,,,0.5393743257820928
Google Ads,MOBILE,912,4,2.160823,0.0,,,0.43859649122807015
Google Ads,MOBILE,1154,179,27.970306,241.145834,,,15.511265164644714
Google Ads,MOBILE,373,57,6.000374,58.6875,,,15.281501340482572
Google Ads,MOBILE,1836,53,40.46825,36.0,,,2.886710239651416
Google Ads,MOBILE,933,22,23.818619,25.0,,,2.3579849946409435
Google Ads,MOBILE,1139,34,31.835974,40.0,,,2.9850746268656714
Google Ads,MOBILE,187,7,4.630237,6.0,,,3.7433155080213902
Google Ads,MOBILE,1036,30,31.652304,45.0,,,2.8957528957528957
Google Ads,MOBILE,5974,52,26.16908,135.0,,,0.8704385671242049
Google Ads,MOBILE,4493,23,26.036341,173.0,,,0.5119074115290452
Google Ads,MOBILE,878,4,2.515003,0.0,,,0.45558086560364464
Google Ads,MOBILE,1959,62,43.093948,42.0,,,3.164880040837162
Google Ads,MOBILE,12287,19,24.541408,10.0,,,0.15463498006022625
Google Ads,MOBILE,451,23,14.604032,30.5,,,5.099778270509978
Google Ads,MOBILE,4348,25,26.341051,104.0,,,0.5749770009199632
Google Ads,MOBILE,1529,10,4.28596,3.0,,,0.6540222367560496
Google Ads,MOBILE,698,64,39.55769,20.0,,,9.169054441260744
Google Ads,MOBILE,887,93,38.902928,30.0,,,10.4847801578354
Google Ads,MOBILE,870,83,38.710376,24.0,,,9.540229885057471
Google Ads,MOBILE,782,71,40.213864,25.0,,,9.07928388746803
Google Ads,MOBILE,1238,139,47.348412,51.0,,,11.22778675282714
Google Ads,MOBILE,826,76,41.287821,28.0,,,9.200968523002421
Google Ads,MOBILE,1553,212,8.519103,270.166666,,,13.65099806825499
Google Ads,MOBILE,963,82,11.219154,79.5,,,8.515057113187954
Google Ads,MOBILE,10612,90,37.800204,606.0,,,0.8480964945344893
Google Ads,MOBILE,6403,39,21.433583,225.0,,,0.6090894893018897
Google Ads,MOBILE,5392,15,11.841368,151.0,,,0.2781899109792285
Google Ads,MOBILE,1404,6,2.471747,0.0,,,0.4273504273504274
Google Ads,MOBILE,976,2,2.201432,0.0,,,0.20491803278688525
Google Ads,MOBILE,354,28,2.952905,29.0,,,7.909604519774012
Google Ads,MOBILE,494,63,6.400075,99.0,,,12.753036437246964
Google Ads,MOBILE,6494,79,28.758966,272.0,,,1.2165075454265475
Google Ads,MOBILE,1119,5,1.762146,0.0,,,0.44682752457551383
Google Ads,MOBILE,1216,4,2.201067,0.0,,,0.3289473684210526
Google Ads,MOBILE,510,2,3.007049,0.0,,,0.39215686274509803
Google Ads,MOBILE,1260,155,23.310576,212.992426,,,12.3015873015873
Google Ads,MOBILE,347,54,5.577628,58.976191,,,15.561959654178676
Google Ads,MOBILE,2646,107,34.964819,77.0,,,4.043839758125473
Google Ads,MOBILE,632,21,15.976248,21.0,,,3.322784810126582
Google Ads,MOBILE,734,21,26.681962,51.0,,,2.861035422343324
Google Ads,MOBILE,222,12,20.552746,17.0,,,5.405405405405405
Google Ads,MOBILE,934,30,36.008292,49.0,,,3.2119914346895073
Google Ads,MOBILE,8850,92,30.240446,209.0,,,1.03954802259887
Google Ads,MOBILE,6537,33,21.735743,271.0,,,0.5048187241854061
Google Ads,MOBILE,1041,0,1.875188,1.0,,,0.0
Google Ads,MOBILE,923,29,40.617262,22.0,,,3.14192849404117
Google Ads,MOBILE,11426,29,25.227624,4.0,,,0.25380710659898476
Google Ads,MOBILE,717,36,36.348506,37.0,,,5.02092050209205
Google Ads,MOBILE,7424,45,25.95066,188.0,,,0.6061422413793104
Google Ads,MOBILE,1858,9,6.236122,0.0,,,0.48439181916038754
Google Ads,MOBILE,541,67,39.104638,26.0,,,12.384473197781885
Google Ads,MOBILE,575,65,40.39886,23.0,,,11.304347826086957
Google Ads,MOBILE,1063,88,39.409559,36.0,,,8.27845719661336
Google Ads,MOBILE,746,88,40.072681,29.0,,,11.796246648793565
Google Ads,MOBILE,1304,159,46.048926,68.0,,,12.193251533742332
Google Ads,MOBILE,1532,111,38.833345,52.0,,,7.245430809399478
Google Ads,MOBILE,2514,338,18.795044,434.333333,,,13.444709626093873
Google Ads,MOBILE,1411,165,35.341882,175.833333,,,11.693834160170093
Google Ads,MOBILE,9307,91,36.116642,557.0,,,0.9777586762651768
Google Ads,MOBILE,4574,20,13.322706,140.0,,,0.4372540445999125
Google Ads,MOBILE,3015,19,8.164521,111.0,,,0.6301824212271974
Google Ads,MOBILE,1130,1,2.364359,1.0,,,0.08849557522123894
Google Ads,MOBILE,1375,0,2.833407,0.0,,,0.0
Google Ads,MOBILE,460,33,4.441395,39.0,,,7.173913043478261
Google Ads,MOBILE,679,105,16.295746,107.5,,,15.463917525773196
Google Ads,MOBILE,3863,48,16.870797,157.0,,,1.2425575977219776
Google Ads,MOBILE,589,0,1.899914,2.0,,,0.0
Google Ads,MOBILE,1695,2,2.679064,0.0,,,0.11799410029498525
Google Ads,MOBILE,857,2,2.322815,1.0,,,0.2333722287047841
Google Ads,MOBILE,1460,189,40.49146,259.198947,,,12.945205479452055
Google Ads,MOBILE,529,77,11.481587,96.97619,,,14.555765595463138
Google Ads,MOBILE,1657,55,36.978471,106.0,,,3.31925165962583
Google Ads,MOBILE,525,18,17.174459,22.0,,,3.428571428571429
Google Ads,MOBILE,1165,36,50.594609,36.0,,,3.0901287553648067
Google Ads,MOBILE,233,9,12.819666,6.0,,,3.862660944206009
Google Ads,MOBILE,841,21,28.24299,58.0,,,2.4970273483947683
Google Ads,MOBILE,6989,91,22.393198,170.0,,,1.3020460723994849
Google Ads,MOBILE,3858,21,13.313223,171.0,,,0.5443234836702955
Google Ads,MOBILE,796,4,2.047976,0.0,,,0.5025125628140703
Google Ads,MOBILE,1110,33,38.370954,28.0,,,2.9729729729729732
Google Ads,MOBILE,13754,23,27.873843,11.0,,,0.16722408026755853
Google Ads,MOBILE,945,55,68.312827,42.956522,,,5.82010582010582
Google Ads,MOBILE,5171,41,18.158027,124.0,,,0.7928833881260878
Google Ads,MOBILE,1347,11,6.214569,0.0,,,0.8166295471417966
Google Ads,MOBILE,2527,24,18.767736,96.0,,,0.9497427779976256
Google Ads,MOBILE,3298,61,27.189392,142.0,,,1.8496058217101274
Google Ads,MOBILE,18806,618,55.782194,10.0,,,3.286185260023397
Google Ads,MOBILE,10582,316,43.518459,11.0,,,2.9862029862029864
Google Ads,MOBILE,165,0,0.505728,3.0,,,0.0
Google Ads,MOBILE,8975,111,75.297519,552.0,,,1.2367688022284122
Google Ads,MOBILE,3441,22,34.550868,169.0,,,0.6393490264458007
Google Ads,MOBILE,7696,103,35.443699,232.0,,,1.3383575883575884
Google Ads,MOBILE,9587,297,43.501771,12.0,,,3.0979451340356734
Google Ads,MOBILE,9051,347,39.986466,23.0,,,3.8338305159650865
Google Ads,MOBILE,2904,39,23.364327,173.0,,,1.3429752066115703
Google Ads,MOBILE,13392,423,55.772314,36.0,,,3.1586021505376345
Google Ads,MOBILE,7439,238,39.519476,20.0,,,3.1993547519827934
Google Ads,MOBILE,997,95,38.454545,45.0,,,9.528585757271815
Google Ads,MOBILE,1036,92,39.804679,35.0,,,8.880308880308881
Google Ads,MOBILE,1251,95,39.111029,37.0,,,7.59392486011191
Google Ads,MOBILE,680,79,40.291684,27.0,,,11.617647058823529
Google Ads,MOBILE,787,90,46.639575,38.0,,,11.435832274459974
