date,landingPage,sessionSource,sessionMedium,sessions,totalUsers,bounceRate,averageSessionDuration,conversions,totalRevenue
20250429,/pt-br/norte-shopping/ajfans,tiktok,paid,744.0,720.0,0.793010752688172,39.96336275672043,0.0,0.0
20250503,/pt-br/norte-shopping/ajfans,tiktok,paid,725.0,703.0,0.7806896551724138,34.67301560827587,0.0,0.0
20250507,/pt-br/neumarkt-shopping/ajfans,tiktok+,cpc,711.0,557.0,0.6469760900140648,250.58065457805907,0.0,0.0
20250501,/pt-br/norte-shopping/ajfans,tiktok,paid,646.0,620.0,0.7848297213622291,40.067194515479876,0.0,0.0
20250430,/pt-br/norte-shopping/ajfans,tiktok,paid,633.0,617.0,0.7614533965244866,44.966699394944705,0.0,0.0
20250506,/pt-br/neumarkt-shopping/ajfans,tiktok+,cpc,602.0,462.0,0.5664451827242525,248.8483731229236,0.0,0.0
20250504,/pt-br/norte-shopping/ajfans,tiktok,paid,560.0,552.0,0.8178571428571428,34.31987139642857,2.0,0.0
20250524,/pt-br/nossos-shoppings,(direct),(none),555.0,541.0,0.5891891891891892,74.5046914108108,0.0,0.0
20250505,/pt-br/balneario-shopping/ajfans,tiktok+,cpc,523.0,381.0,0.621414913957935,203.08901450478012,0.0,0.0
20251016,/pt-br/norte-shopping/ajfans,ig,paid,511.0,510.0,0.4892367906066536,66.26459645792563,17.0,0.0
20250525,/pt-br/nossos-shoppings,(direct),(none),487.0,469.0,0.5831622176591376,66.03653524229979,0.0,0.0
20250502,/pt-br/continente-shopping/ajfans,tiktok,paid,480.0,472.0,0.8125,23.62897895833333,0.0,0.0
20260208,/pt-br/nossos-shoppings,(direct),(none),475.0,462.0,0.6336842105263157,46.621548774736844,0.0,0.0
20251018,/pt-br/norte-shopping/ajfans,ig,paid,473.0,466.0,0.4799154334038055,86.20751053911206,8.0,0.0
20260207,/pt-br/nossos-shoppings,(direct),(none),467.0,455.0,0.6059957173447538,44.8607226980728,0.0,0.0
20250503,/pt-br/continente-shopping/ajfans,tiktok,paid,463.0,453.0,0.8120950323974082,19.246140691144706,0.0,0.0
20250505,/pt-br/continente-shopping/ajfans,tiktok,paid,422.0,413.0,0.8554502369668247,15.35759882227488,0.0,0.0
20250906,/pt-br/nossos-shoppings,(direct),(none),403.0,381.0,0.6277915632754343,52.61929551364764,2.0,0.0
20250506,/pt-br/garten-shopping/ajfans,tiktok,paid,400.0,312.0,0.625,204.87788434750001,0.0,0.0
20250505,/pt-br/neumarkt-shopping/ajfans,tiktok+,cpc,395.0,328.0,0.5822784810126582,239.38216271139243,0.0,0.0
20250809,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,390.0,381.0,0.9384615384615385,4.8623003256410255,14.0,0.0
20250430,/pt-br/continente-shopping/ajfans,tiktok,paid,384.0,373.0,0.8177083333333334,22.310552088541666,0.0,0.0
20250429,/pt-br/continente-shopping/ajfans,tiktok,paid,375.0,360.0,0.8053333333333333,29.273574637333333,0.0,0.0
20250901,/pt-br/nacoes-shopping/ajfans,google,cpc,369.0,365.0,0.7831978319783198,64.79121510027099,0.0,0.0
20250505,/pt-br/garten-shopping/ajfans,tiktok,paid,352.0,286.0,0.5880681818181818,276.0913890596591,0.0,0.0
20250907,/pt-br/nossos-shoppings,(direct),(none),345.0,333.0,0.6231884057971014,44.19780067826087,1.0,0.0
20251020,/pt-br/norte-shopping/ajfans,ig,paid,341.0,334.0,0.5425219941348973,68.55251578299121,6.0,0.0
20251019,/pt-br/norte-shopping/ajfans,ig,paid,340.0,338.0,0.5558823529411765,54.618029620588246,4.0,0.0
20250816,/pt-br,(not set),(not set),338.0,331.0,0.9053254437869822,14.12155431656805,1.0,0.0
20250523,/pt-br/nossos-shoppings,(direct),(none),336.0,326.0,0.6130952380952381,48.00035670535714,1.0,0.0
20250906,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,334.0,330.0,0.9520958083832335,1.4706935508982035,9.0,0.0
20250830,/pt-br/nossos-shoppings,(direct),(none),333.0,322.0,0.5825825825825826,67.2055064024024,2.0,0.0
20250531,/pt-br/nossos-shoppings,(direct),(none),328.0,316.0,0.6128048780487805,75.14262900304878,1.0,0.0
20250722,/pt-br/continente-shopping/ajfans,google,cpc,323.0,317.0,0.7430340557275542,50.826195278637776,1.0,0.0
20260205,/pt-br/nossos-shoppings,(direct),(none),319.0,317.0,0.6112852664576802,46.24632324451411,0.0,0.0
20250502,/pt-br/norte-shopping/ajfans,tiktok,paid,316.0,313.0,0.7974683544303798,24.002000977848102,0.0,0.0
20250722,/pt-br/garten-shopping/ajfans,google,cpc,316.0,304.0,0.6360759493670886,90.39777591772152,0.0,0.0
20251108,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,315.0,310.0,0.8158730158730159,23.480058006349207,48.0,0.0
20250522,/pt-br/nossos-shoppings,(direct),(none),314.0,309.0,0.5955414012738853,66.19205826751592,1.0,0.0
20250721,/pt-br/nacoes-shopping/ajfans,google,cpc,309.0,305.0,0.7055016181229773,51.11582918122977,0.0,0.0
20250817,/pt-br/nacoes-shopping/ajfans,google,cpc,308.0,305.0,0.672077922077922,57.902886357142854,1.0,0.0
20250726,/pt-br/continente-shopping/ajfans,google,cpc,305.0,297.0,0.6557377049180327,55.02372486229508,1.0,0.0
20251108,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,297.0,295.0,0.8956228956228957,7.209325131313131,25.0,0.0
20250720,/pt-br/continente-shopping/ajfans,google,cpc,294.0,287.0,0.7244897959183674,53.27345307142857,1.0,0.0
20250830,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,294.0,288.0,0.9183673469387755,3.235851738095238,15.0,0.0
20250901,/pt-br/continente-shopping/ajfans,google,cpc,288.0,286.0,0.8923611111111112,25.044314385416666,0.0,0.0
20250828,/pt-br/nossos-shoppings,(direct),(none),286.0,282.0,0.6398601398601399,45.29176054195804,1.0,0.0
20250823,/pt-br/nacoes-shopping/ajfans,google,cpc,285.0,279.0,0.7578947368421053,43.76540462456141,0.0,0.0
20250906,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,283.0,281.0,0.9293286219081273,5.147641166077738,6.0,0.0
20250727,/pt-br/continente-shopping/ajfans,google,cpc,280.0,278.0,0.7107142857142857,63.067391792857144,0.0,0.0
20250831,/pt-br/continente-shopping/ajfans,google,cpc,274.0,272.0,0.9014598540145985,26.613841821167885,0.0,0.0
20250727,/pt-br/garten-shopping/ajfans,google,cpc,268.0,261.0,0.6716417910447762,54.10954245149254,0.0,0.0
20250830,/pt-br/nacoes-shopping/ajfans,google,cpc,268.0,263.0,0.6865671641791045,62.037537220149254,0.0,0.0
20250504,/pt-br/nacoes-shopping/ajfans,google,cpc,267.0,257.0,0.49063670411985016,173.33265601123594,7.0,0.0
20250831,/pt-br/nacoes-shopping/ajfans,google,cpc,267.0,261.0,0.8014981273408239,41.895189142322096,0.0,0.0
20250506,/pt-br/balneario-shopping/ajfans,tiktok+,cpc,265.0,210.0,0.5886792452830188,226.42957543396227,0.0,0.0
20250721,/pt-br/continente-shopping/ajfans,google,cpc,264.0,260.0,0.6477272727272727,78.26531113257576,2.0,0.0
20250809,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,263.0,261.0,0.9619771863117871,5.763824577946768,3.0,0.0
20250727,/pt-br/nacoes-shopping/ajfans,google,cpc,262.0,260.0,0.7633587786259542,37.64708774045801,0.0,0.0
20250504,/pt-br/norte-shopping/ajfans,google,cpc,261.0,255.0,0.5747126436781609,90.72905421455938,0.0,0.0
20250719,/pt-br/continente-shopping/ajfans,google,cpc,261.0,255.0,0.6590038314176245,57.96284704980843,0.0,0.0
20250726,/pt-br/garten-shopping/ajfans,google,cpc,259.0,255.0,0.7181467181467182,49.0172116023166,0.0,0.0
20250831,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,258.0,252.0,0.9651162790697675,1.2559074806201551,4.0,0.0
20251004,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,256.0,248.0,0.8203125,13.882094160156251,29.0,0.0
20250720,/pt-br/nacoes-shopping/ajfans,google,cpc,254.0,250.0,0.6614173228346457,67.86642007086614,2.0,0.0
20250831,/pt-br/nossos-shoppings,(direct),(none),254.0,245.0,0.6338582677165354,55.43380301181102,6.0,0.0
20250726,/pt-br/nacoes-shopping/ajfans,google,cpc,253.0,244.0,0.6679841897233202,55.31687915810277,1.0,0.0
20250724,/pt-br/continente-shopping/ajfans,google,cpc,252.0,247.0,0.6666666666666666,77.96575295238095,0.0,0.0
20250820,/pt-br/balneario-shopping/ajfans,google,cpc,252.0,244.0,0.7738095238095238,60.458268869047615,0.0,0.0
20250719,/pt-br/norte-shopping/ajfans,google,cpc,251.0,244.0,0.7211155378486056,49.67443532669323,0.0,0.0
20250905,/pt-br/nossos-shoppings,(direct),(none),251.0,247.0,0.6294820717131474,56.91495600398407,2.0,0.0
20251109,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,251.0,247.0,0.8286852589641435,12.938213784860558,33.0,0.0
20250506,/pt-br/continente-shopping/ajfans,tiktok,paid,250.0,245.0,0.856,14.779185784000001,0.0,0.0
20250830,/pt-br/continente-shopping/ajfans,google,cpc,248.0,244.0,0.8024193548387096,20.26770028629032,0.0,0.0
20250725,/pt-br/continente-shopping/ajfans,google,cpc,245.0,242.0,0.7183673469387755,67.58964980408163,0.0,0.0
20250728,/pt-br/continente-shopping/ajfans,google,cpc,245.0,241.0,0.636734693877551,79.46638680816326,1.0,0.0
20250729,/pt-br/continente-shopping/ajfans,google,cpc,243.0,238.0,0.6460905349794238,97.7975138436214,2.0,0.0
20250904,/pt-br/nossos-shoppings,(direct),(none),243.0,235.0,0.691358024691358,67.28199213580247,0.0,0.0
20250722,/pt-br/nacoes-shopping/ajfans,google,cpc,242.0,238.0,0.7066115702479339,81.96387241735538,0.0,0.0
20250907,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,242.0,241.0,0.9545454545454546,1.7466028966942149,5.0,0.0
20250928,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,241.0,239.0,0.8381742738589212,7.309626863070539,27.0,0.0
20260404,/pt-br/franquias/nacoes-shopping,fb,paid,241.0,241.0,0.9087136929460581,11.005635298755188,0.0,0.0
20250721,/pt-br/norte-shopping/ajfans,google,cpc,240.0,232.0,0.7083333333333334,124.14252542916668,0.0,0.0
20250816,/pt-br/continente-shopping/ajfans,google,cpc,240.0,236.0,0.6833333333333333,86.43852549583333,0.0,0.0
20250829,/pt-br/nossos-shoppings,(direct),(none),240.0,239.0,0.65,68.59488524166666,0.0,0.0
20250822,/pt-br/nacoes-shopping/ajfans,google,cpc,239.0,232.0,0.7280334728033473,49.46321341004184,1.0,0.0
20250907,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,239.0,239.0,0.9330543933054394,5.037436715481172,16.0,0.0
20260206,/pt-br/nossos-shoppings,(direct),(none),239.0,232.0,0.6443514644351465,46.80671258577405,0.0,0.0
20250831,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,238.0,238.0,0.9537815126050421,1.7020705672268908,4.0,0.0
20250802,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,237.0,227.0,0.8945147679324894,16.216944616033757,6.0,0.0
20250720,/pt-br/norte-shopping/ajfans,google,cpc,236.0,231.0,0.7542372881355932,70.95856654237288,0.0,0.0
20250725,/pt-br/nacoes-shopping/ajfans,google,cpc,236.0,232.0,0.6228813559322034,61.24156705508475,0.0,0.0
20250901,/pt-br/balneario-shopping/ajfans,google,cpc,236.0,235.0,0.7372881355932204,35.980838466101694,0.0,0.0
20251005,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,236.0,233.0,0.864406779661017,7.288017720338983,24.0,0.0
20250830,/pt-br/norte-shopping/ajfans,google,cpc,234.0,222.0,0.7008547008547008,46.895310760683756,0.0,0.0
20250601,/pt-br/nossos-shoppings,(direct),(none),233.0,229.0,0.6266094420600858,50.20371074678111,0.0,0.0
20250719,/pt-br/nacoes-shopping/ajfans,google,cpc,233.0,225.0,0.648068669527897,74.47903318454937,2.0,0.0
20250902,/pt-br/nossos-shoppings,(direct),(none),233.0,227.0,0.5793991416309013,65.19096876824034,1.0,0.0
20250729,/pt-br/garten-shopping/ajfans,google,cpc,232.0,224.0,0.6767241379310345,51.63134852586207,0.0,0.0
20250830,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,232.0,231.0,0.9655172413793104,4.6690728275862075,2.0,0.0
20250913,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,232.0,232.0,0.9525862068965517,1.402743818965517,3.0,0.0
20251018,/pt-br/balneario-shopping/ajfans,google,cpc,232.0,226.0,0.49137931034482757,110.46546786637931,13.0,0.0
20250817,/pt-br/balneario-shopping/ajfans,google,cpc,231.0,230.0,0.683982683982684,74.58074546753245,5.0,0.0
20250901,/pt-br/norte-shopping/ajfans,google,cpc,231.0,231.0,0.6926406926406926,58.95441616017316,0.0,0.0
20250724,/pt-br/garten-shopping/ajfans,google,cpc,230.0,224.0,0.6304347826086957,70.23897219130436,0.0,0.0
20250726,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,230.0,224.0,0.9260869565217391,10.28183668695652,3.0,0.0
20250823,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,230.0,218.0,0.9478260869565217,14.091759708695651,7.0,0.0
20250903,/pt-br/nossos-shoppings,(direct),(none),230.0,223.0,0.6565217391304348,40.294390447826096,0.0,0.0
20250723,/pt-br/continente-shopping/ajfans,google,cpc,227.0,222.0,0.6035242290748899,82.5716669339207,0.0,0.0
20250820,/pt-br/nacoes-shopping/ajfans,google,cpc,227.0,222.0,0.7841409691629956,47.58472223348018,0.0,0.0
20250824,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,226.0,223.0,0.9513274336283186,1.7900686238938053,4.0,0.0
20250619,/pt-br/franquias/continente-shopping,google,cpc,225.0,222.0,0.16444444444444445,92.24857423555555,14.0,0.0
20251016,/pt-br/balneario-shopping/ajfans,google,cpc,225.0,223.0,0.6177777777777778,86.13014830222224,7.0,0.0
20250824,/pt-br/nacoes-shopping/ajfans,google,cpc,224.0,221.0,0.6651785714285714,63.60328604017857,0.0,0.0
20250829,/pt-br/nacoes-shopping/ajfans,google,cpc,224.0,221.0,0.7008928571428571,44.46652456696428,0.0,0.0
20250914,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,223.0,213.0,0.8878923766816144,24.663210829596412,7.0,0.0
20250504,/pt-br/garten-shopping/ajfans,google,cpc,222.0,219.0,0.5225225225225225,100.82255928828829,1.0,0.0
20250803,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,222.0,215.0,0.9324324324324325,15.029743549549549,3.0,0.0
20250927,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,221.0,221.0,0.9049773755656109,3.273323009049774,13.0,0.0
20251107,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,221.0,218.0,0.8778280542986425,7.168276660633484,25.0,0.0
20250821,/pt-br/nacoes-shopping/ajfans,google,cpc,220.0,213.0,0.65,70.7933350909091,0.0,0.0
20260110,/pt-br/nossos-shoppings,(direct),(none),220.0,216.0,0.6954545454545454,42.37971794090909,0.0,0.0
20250608,/pt-br/nossos-shoppings,(direct),(none),219.0,214.0,0.5981735159817352,50.97901672146119,1.0,0.0
20250818,/pt-br/nacoes-shopping/ajfans,google,cpc,219.0,214.0,0.6940639269406392,41.55338494520548,0.0,0.0
20250923,/pt-br/garten-shopping/ajfans,tiktok,paid,219.0,203.0,0.7808219178082192,72.59230223744292,0.0,0.0
20251005,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,219.0,215.0,0.7853881278538812,12.800143378995433,42.0,0.0
20250724,/pt-br/nacoes-shopping/ajfans,google,cpc,217.0,214.0,0.6589861751152074,70.99645625345622,0.0,0.0
20250725,/pt-br/garten-shopping/ajfans,google,cpc,217.0,211.0,0.6728110599078341,57.38134156682028,0.0,0.0
20250817,/pt-br/continente-shopping/ajfans,google,cpc,217.0,213.0,0.7050691244239631,62.479761092165894,0.0,0.0
20250503,/pt-br/norte-shopping/ajfans,google,cpc,216.0,212.0,0.6018518518518519,99.69038839351852,2.0,0.0
20251004,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,216.0,216.0,0.8611111111111112,4.79566213425926,23.0,0.0
20250921,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,215.0,209.0,0.813953488372093,5.897034325581395,30.0,0.0
20250818,/pt-br/continente-shopping/ajfans,google,cpc,214.0,212.0,0.7429906542056075,61.53570842990654,0.0,0.0
20250927,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,214.0,199.0,0.794392523364486,36.47190552803738,24.0,0.0
20250728,/pt-br/garten-shopping/ajfans,google,cpc,213.0,207.0,0.676056338028169,54.94049869014084,0.0,0.0
20250504,/pt-br/neumarkt-shopping/ajfans,google,cpc,211.0,208.0,0.5639810426540285,124.59694985308056,7.0,0.0
20250818,/pt-br/balneario-shopping/ajfans,google,cpc,211.0,206.0,0.7203791469194313,80.24685487677725,0.0,0.0
20250823,/pt-br/balneario-shopping/ajfans,google,cpc,211.0,208.0,0.7109004739336493,66.88628763981043,0.0,0.0
20250825,/pt-br/nacoes-shopping/ajfans,google,cpc,211.0,210.0,0.6635071090047393,80.56897375829384,0.0,0.0
20250829,/pt-br/continente-shopping/ajfans,google,cpc,211.0,211.0,0.6540284360189573,58.679098753554506,0.0,0.0
20250921,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,211.0,209.0,0.8720379146919431,5.424798549763033,22.0,0.0
20250526,/pt-br/nossos-shoppings,(direct),(none),210.0,203.0,0.6,56.7139459095238,0.0,0.0
20250913,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,209.0,201.0,0.9043062200956937,6.198113645933015,14.0,0.0
20250817,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,208.0,204.0,0.9326923076923077,1.7934342980769231,4.0,0.0
20250819,/pt-br/nacoes-shopping/ajfans,google,cpc,208.0,205.0,0.7740384615384616,57.67890057211538,3.0,0.0
20260111,/pt-br/nossos-shoppings,(direct),(none),208.0,200.0,0.6586538461538461,30.284838331730768,1.0,0.0
20260204,/pt-br/nossos-shoppings,(direct),(none),208.0,201.0,0.5961538461538461,42.79845060096154,0.0,0.0
20250722,/pt-br/balneario-shopping/ajfans,google,cpc,207.0,203.0,0.7004830917874396,44.933126574879225,0.0,0.0
20250723,/pt-br/nacoes-shopping/ajfans,google,cpc,207.0,201.0,0.6521739130434783,69.24714609661835,0.0,0.0
20250824,/pt-br/balneario-shopping/ajfans,google,cpc,207.0,204.0,0.6859903381642513,81.03539450241546,0.0,0.0
20251017,/pt-br/norte-shopping/ajfans,ig,paid,207.0,206.0,0.45410628019323673,63.4851777294686,11.0,0.0
20250504,/pt-br/continente-shopping/ajfans,google,cpc,206.0,204.0,0.6116504854368932,99.2352738592233,1.0,0.0
20251015,/pt-br/neumarkt-shopping/ajfans,google,cpc,206.0,204.0,0.5776699029126213,106.48886824271845,2.0,0.0
20250828,/pt-br/continente-shopping/ajfans,google,cpc,205.0,201.0,0.6536585365853659,79.96798453658536,0.0,0.0
20251101,/pt-br/norte-shopping/ajfans,google,cpc,205.0,199.0,0.5073170731707317,104.93518697560975,13.0,0.0
20260307,/pt-br/balneario-shopping/ajfans,ig,paid,205.0,205.0,0.9658536585365853,2.156753804878049,0.0,0.0
20250810,/pt-br/continente-shopping/ajfans,google,cpc,204.0,200.0,0.6421568627450981,45.08558722549019,0.0,0.0
20250823,/pt-br/norte-shopping/ajfans,google,cpc,204.0,201.0,0.6274509803921569,68.0839179117647,1.0,0.0
20250826,/pt-br/continente-shopping/ajfans,google,cpc,204.0,200.0,0.7107843137254902,48.199528828431376,1.0,0.0
20250920,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,204.0,199.0,0.8627450980392157,5.454884720588236,25.0,0.0
20260405,/pt-br/franquias/nacoes-shopping,fb,paid,204.0,202.0,0.9068627450980392,6.465759607843137,0.0,0.0
20250828,/pt-br/nacoes-shopping/ajfans,google,cpc,203.0,195.0,0.6354679802955665,84.35932771921182,0.0,0.0
20250913,/pt-br/nossos-shoppings,(direct),(none),203.0,194.0,0.6403940886699507,44.44336358620689,1.0,0.0
20251012,/pt-br/garten-shopping/ajfans,google,cpc,203.0,201.0,0.645320197044335,58.15272912807882,2.0,0.0
20251109,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,203.0,201.0,0.8866995073891626,14.911191364532021,18.0,0.0
20260403,/pt-br/franquias/garten-shopping,ig,paid,203.0,203.0,0.9852216748768473,1.3841573694581282,0.0,0.0
20251019,/pt-br/balneario-shopping/ajfans,google,cpc,202.0,197.0,0.5247524752475248,105.80976552970297,3.0,0.0
20250729,/pt-br/nacoes-shopping/ajfans,google,cpc,201.0,197.0,0.7313432835820896,50.4188234079602,2.0,0.0
20250824,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,200.0,196.0,0.965,6.973121175,2.0,0.0
20260405,/pt-br/franquias/garten-shopping,ig,paid,200.0,200.0,0.935,1.2189310949999999,0.0,0.0
20250725,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,199.0,187.0,0.9045226130653267,12.235131748743719,10.0,0.0
20250819,/pt-br/balneario-shopping/ajfans,google,cpc,199.0,194.0,0.8090452261306532,38.31345381909548,0.0,0.0
20250819,/pt-br/continente-shopping/ajfans,google,cpc,199.0,195.0,0.7537688442211056,49.23139659798995,0.0,0.0
20250827,/pt-br/nacoes-shopping/ajfans,google,cpc,199.0,193.0,0.6733668341708543,71.45871242211055,0.0,0.0
20251012,/pt-br/norte-shopping/ajfans,google,cpc,199.0,195.0,0.5628140703517588,103.25875256281408,9.0,0.0
20251016,/pt-br/norte-shopping/ajfans,google,cpc,199.0,193.0,0.48743718592964824,104.07413837185929,0.0,0.0
20250817,/pt-br/norte-shopping/ajfans,google,cpc,198.0,192.0,0.7272727272727273,43.227740404040404,0.0,0.0
20250826,/pt-br/nacoes-shopping/ajfans,google,cpc,198.0,196.0,0.702020202020202,45.49433958080809,0.0,0.0
20250612,/pt-br/franquias/neumarkt-shopping,google,cpc,197.0,169.0,0.19796954314720813,88.94546888324875,2.0,0.0
20250809,/pt-br,hs-wif-uan-8f1-aa8.wifeed.com.br,referral,197.0,191.0,0.9137055837563451,21.50261449746193,13.0,0.0
20250906,/pt-br,hs-wif-cw7-9ma-gdd.wifeed.com.br,referral,197.0,188.0,0.9289340101522843,2.501196304568528,6.0,0.0
20250907,/pt-br,hs-wif-cw7-9ma-gdd.wifeed.com.br,referral,197.0,185.0,0.934010152284264,2.454152649746193,3.0,0.0
20250827,/pt-br/continente-shopping/ajfans,google,cpc,195.0,193.0,0.6974358974358974,70.9116026871795,2.0,0.0
20251013,/pt-br/norte-shopping/ajfans,google,cpc,195.0,189.0,0.4717948717948718,124.7080232102564,2.0,0.0
20251019,/pt-br/neumarkt-shopping/ajfans,google,cpc,195.0,191.0,0.5641025641025641,88.23789078461539,4.0,0.0
20260106,/pt-br/nossos-shoppings,(direct),(none),195.0,192.0,0.6256410256410256,36.695481789743596,0.0,0.0
20250727,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,194.0,191.0,0.9329896907216495,8.499598969072165,4.0,0.0
20250825,/pt-br/continente-shopping/ajfans,google,cpc,194.0,188.0,0.7319587628865979,54.29055295876289,0.0,0.0
20250621,/pt-br/franquias/continente-shopping,google,cpc,193.0,189.0,0.22797927461139897,53.31604568911917,9.0,0.0
20250504,/pt-br/continente-shopping/ajfans,tiktok,paid,192.0,190.0,0.8177083333333334,30.62167146354167,0.0,0.0
20250521,/pt-br/nossos-shoppings,(direct),(none),192.0,187.0,0.6458333333333334,50.04025797916666,0.0,0.0
20250527,/pt-br/nossos-shoppings,(direct),(none),192.0,188.0,0.6041666666666666,71.18106968229166,0.0,0.0
20250728,/pt-br/nacoes-shopping/ajfans,google,cpc,192.0,190.0,0.65625,80.127873140625,0.0,0.0
20251012,/pt-br/continente-shopping/ajfans,google,cpc,192.0,186.0,0.5625,81.78860317187501,6.0,0.0
20250809,/pt-br,hs-wif-3l1-02f-46g.wifeed.com.br,referral,191.0,175.0,0.9214659685863874,16.940067057591627,5.0,0.0
20250920,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,191.0,190.0,0.8952879581151832,3.584140136125655,14.0,0.0
20250928,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,191.0,188.0,0.8324607329842932,5.648341685863875,21.0,0.0
20251012,/pt-br/neumarkt-shopping/ajfans,google,cpc,191.0,186.0,0.47643979057591623,112.07518269109949,5.0,0.0
20250520,/pt-br/franquias/neumarkt-shopping,google,cpc,190.0,187.0,0.15789473684210525,126.4432295,39.0,0.0
20251018,/pt-br/norte-shopping/ajfans,google,cpc,190.0,186.0,0.5473684210526316,104.59474466842106,3.0,0.0
20250810,/pt-br,hs-wif-5bc-87h-xnx.wifeed.com.br,referral,189.0,185.0,0.9470899470899471,21.422128084656084,3.0,0.0
20250816,/pt-br/nacoes-shopping/ajfans,google,cpc,188.0,186.0,0.648936170212766,109.80483963829788,0.0,0.0
20250724,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,187.0,184.0,0.9679144385026738,1.1868639037433155,2.0,0.0
20250827,/pt-br/norte-shopping/ajfans,google,cpc,187.0,185.0,0.6524064171122995,72.27834919786096,0.0,0.0
20260112,/pt-br/nossos-shoppings,(direct),(none),187.0,183.0,0.6203208556149733,44.30818369518717,0.0,0.0
20250723,/pt-br/garten-shopping/ajfans,google,cpc,186.0,182.0,0.6397849462365591,451.92706880107534,0.0,0.0
20250726,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,186.0,177.0,0.9623655913978495,8.038372962365592,2.0,0.0
20250830,/pt-br/balneario-shopping/ajfans,google,cpc,185.0,184.0,0.6810810810810811,100.32383030810811,0.0,0.0
20250914,/pt-br,hs-wif-89t-nyk-kwg.wifeed.com.br,referral,185.0,185.0,0.9783783783783784,0.7738665513513514,1.0,0.0
20251012,/pt-br/nacoes-shopping/ajfans,google,cpc,185.0,181.0,0.5405405405405406,127.80342130810808,1.0,0.0
20251109,/pt-br,hs-wif-cw7-9ma-gdd.wifeed.com.br,referral,185.0,176.0,0.8216216216216217,9.309354454054054,19.0,0.0
20250726,/pt-br/balneario-shopping/ajfans,google,cpc,184.0,178.0,0.6793478260869565,61.47416520652173,0.0,0.0
20250829,/pt-br/norte-shopping/ajfans,google,cpc,184.0,180.0,0.7010869565217391,76.95188464673913,0.0,0.0
20251012,/pt-br/balneario-shopping/ajfans,google,cpc,184.0,182.0,0.5108695652173914,137.77780901086956,2.0,0.0
20251019,/pt-br/norte-shopping/ajfans,google,cpc,184.0,179.0,0.532608695652174,88.38679588586956,2.0,0.0
20260404,/pt-br/franquias/garten-shopping,ig,paid,184.0,184.0,0.9619565217391305,1.850539456521739,0.0,0.0
20250528,/pt-br/nossos-shoppings,(direct),(none),183.0,174.0,0.644808743169399,69.6815169453552,0.0,0.0
20250815,/pt-br/balneario-shopping/ajfans,google,cpc,183.0,179.0,0.639344262295082,62.29781410928961,0.0,0.0
20250826,/pt-br/norte-shopping/ajfans,google,cpc,183.0,174.0,0.7049180327868853,64.8833326557377,0.0,0.0
